id,timestamp,vessel_id,latitude,longitude,velocity,heading,cog,vessel_name,destination,type
515809,2025-02-20 20:08:50.631169,352002488,59.914457,28.708932,0.3,318.0,,,,
515810,2025-02-20 20:08:50.638895,215908000,59.963637,25.998962,9.7,243.0,,,,
515811,2025-02-20 20:08:50.659028,230704000,60.299555,22.027797,14.7,34.0,,,,
515812,2025-02-20 20:08:50.668659,230993680,60.443503,22.153802,0.0,106.0,,,,
515813,2025-02-20 20:08:50.723272,230961000,61.133095,21.442757,6.0,121.0,,,,
515814,2025-02-20 20:08:50.745968,273345030,60.342733,28.620437,0.0,233.0,,,,
515815,2025-02-20 20:08:50.768958,230109470,59.808835,22.91057,0.0,148.0,,,,
515816,2025-02-20 20:08:50.818892,265001070,59.75218,19.081902,0.1,7.0,,,,
515817,2025-02-20 20:08:50.870549,265098000,59.951918,26.096903,0.2,231.0,,,,
515818,2025-02-20 20:08:50.916770,230046140,60.160767,21.691223,0.0,346.0,,,,
515819,2025-02-20 20:08:50.940475,230091290,60.154133,20.294132,0.0,511.0,,,,
515820,2025-02-20 20:08:50.964156,230125910,60.102633,25.117302,9.6,129.0,,,,
515821,2025-02-20 20:08:50.977209,230180500,60.205857,25.623717,0.1,161.0,,,,
515822,2025-02-20 20:08:50.987364,230006760,63.711833,22.68815,0.0,347.0,,,,
515823,2025-02-20 20:08:51.013677,230003110,64.666347,24.406475,0.0,101.0,,,,
515824,2025-02-20 20:08:51.034086,255814000,59.807475,22.94737,7.1,312.0,,,,
515825,2025-02-20 20:08:51.059758,677055400,59.665983,23.5988,10.7,254.0,,,,
515826,2025-02-20 20:08:51.073772,230011290,63.081388,21.571907,0.0,511.0,,,,
515827,2025-02-20 20:08:51.087353,230151230,60.310907,20.942362,0.0,511.0,,,,
515828,2025-02-20 20:08:51.099273,230051080,59.917818,22.211343,9.4,180.0,,,,
515829,2025-02-20 20:08:51.111500,374007000,59.953898,26.009125,12.0,253.0,,,,
515830,2025-02-20 20:08:51.121137,230011480,60.515818,21.074607,0.0,222.0,,,,
515831,2025-02-20 20:08:51.138526,212409000,63.849718,21.530882,4.0,227.0,,,,
515832,2025-02-20 20:08:51.158848,230039000,60.650587,20.228908,9.5,255.0,,,,
515833,2025-02-20 20:08:51.204696,230700000,59.577153,23.059178,14.1,249.0,,,,
515834,2025-02-20 20:08:51.223778,273389560,60.712532,28.728275,0.1,113.0,,,,
515835,2025-02-20 20:08:51.236794,230343000,65.004777,25.389915,10.0,344.0,,,,
515836,2025-02-20 20:08:51.302090,230643000,59.74591,23.049053,15.1,319.0,,,,
515837,2025-02-20 20:08:51.380796,304585000,60.141852,19.068163,7.7,143.0,,,,
515838,2025-02-20 20:08:51.398307,230713000,59.754303,19.301353,16.8,246.0,,,,
515839,2025-02-20 20:08:51.408759,230113940,60.275387,26.445543,0.0,215.0,,,,
515840,2025-02-20 20:08:51.421574,230980000,59.892825,21.463607,10.8,27.0,,,,
515841,2025-02-20 20:08:51.439285,273348430,60.336342,28.69286,1.7,359.0,,,,
515842,2025-02-20 20:08:51.451642,230992210,62.349367,21.216367,0.0,86.0,,,,
515843,2025-02-20 20:08:51.459970,276835000,59.457548,24.703155,0.0,511.0,,,,
515844,2025-02-20 20:08:51.475297,230022910,60.236657,22.126378,0.0,341.0,,,,
515845,2025-02-20 20:08:51.493855,277569000,59.520245,23.238487,18.0,116.0,,,,
515846,2025-02-20 20:08:51.511755,257127140,63.301077,20.390135,8.9,202.0,,,,
515847,2025-02-20 20:08:51.526511,314945000,59.978475,28.553362,0.3,259.0,,,,
515848,2025-02-20 20:08:51.540764,477624400,59.519145,23.192438,12.3,70.0,,,,
515849,2025-02-20 20:08:51.608711,304176000,59.118247,22.281925,11.8,59.0,,,,
515850,2025-02-20 20:08:51.624597,230008800,61.594075,21.463782,0.0,174.0,,,,
515851,2025-02-20 20:08:51.667577,253361000,65.309858,23.599968,7.5,70.0,,,,
515852,2025-02-20 20:08:51.706944,372837000,59.67676,23.534302,4.6,243.0,,,,
515853,2025-02-20 20:08:51.720091,230045240,60.275343,26.445703,0.0,222.0,,,,
515854,2025-02-20 20:08:51.734695,621819092,60.33667,28.696412,0.0,100.0,,,,
515855,2025-02-20 20:08:51.769071,244140468,63.347333,20.4532,5.2,220.0,,,,
515856,2025-02-20 20:08:51.790534,228468700,60.420895,26.910438,0.0,319.0,,,,
515857,2025-02-20 20:08:51.803252,245086000,59.328485,19.748317,7.2,212.0,,,,
515858,2025-02-20 20:08:51.814131,209664000,63.864273,21.567123,4.1,225.0,,,,
515859,2025-02-20 20:08:51.898688,265703540,59.7196,19.06718,0.0,95.0,,,,
515860,2025-02-20 20:08:51.919608,273611990,59.980607,26.148427,9.6,276.0,,,,
515861,2025-02-20 20:08:51.941139,265348000,63.265982,20.853192,6.8,284.0,,,,
515862,2025-02-20 20:08:51.955466,230628000,59.554047,24.720123,21.0,336.0,,,,
515863,2025-02-20 20:08:51.972248,230045250,59.782245,21.370553,0.0,213.0,,,,
515864,2025-02-20 20:08:51.997086,230111090,60.461453,26.963213,0.0,212.0,,,,
515865,2025-02-20 20:08:52.011199,230634000,60.187327,21.582507,6.8,156.0,,,,
515866,2025-02-20 20:08:52.052623,265732740,59.719075,19.069217,0.0,266.0,,,,
515867,2025-02-20 20:08:52.063182,230014910,60.205923,25.624298,102.3,511.0,,,,
515868,2025-02-20 20:08:52.105456,246645000,59.903162,24.206448,10.3,32.0,,,,
515869,2025-02-20 20:08:52.119253,276260000,59.457903,24.708272,0.0,250.0,,,,
515870,2025-02-20 20:08:52.132689,374891000,59.774037,24.892927,12.4,82.0,,,,
515871,2025-02-20 20:08:52.153225,265587000,59.752163,19.081632,0.1,511.0,,,,
515872,2025-02-20 20:08:52.203474,230992670,60.284705,20.686193,14.6,56.0,,,,
515873,2025-02-20 20:08:52.216894,230169030,60.152273,24.931767,0.3,127.0,,,,
515874,2025-02-20 20:08:52.230923,230180470,59.808875,22.910817,0.1,157.0,,,,
515875,2025-02-20 20:08:52.250190,265719460,63.681192,20.333782,0.0,511.0,,,,
515876,2025-02-20 20:08:52.267178,230035990,60.290272,20.788345,0.0,73.0,,,,
515877,2025-02-20 20:08:52.289229,230944110,61.132852,21.442027,0.0,311.0,,,,
515878,2025-02-20 20:08:52.303241,215902000,59.980707,25.946122,7.0,230.0,,,,
